mandelbrot3n4w512, 146.176.165.159, 0, 0, 47128, 1974, 
mandelbrot3n4w512, 146.176.165.160, 1, 0, 45076, 1984, 
mandelbrot3n4w512, 146.176.165.156, 1, 1, 42967, 1979, 
mandelbrot3n4w512, 146.176.165.151, 1, 2, 39720, 1975, 
mandelbrot3n4w512, 146.176.165.152, 2, 0, 3950, 1970, 
Host,,,,,,53306,3844
mandelbrot3n4w512, 146.176.165.159, 0, 0, 13748, 1984, 
mandelbrot3n4w512, 146.176.165.160, 1, 0, 11563, 1990, 
mandelbrot3n4w512, 146.176.165.156, 1, 1, 9335, 1987, 
mandelbrot3n4w512, 146.176.165.151, 1, 2, 6168, 1984, 
mandelbrot3n4w512, 146.176.165.152, 2, 0, 3954, 1983, 
Host,,,,,,17827,3856
mandelbrot3n4w512, 146.176.165.159, 0, 0, 13924, 1989, 
mandelbrot3n4w512, 146.176.165.160, 1, 0, 11749, 2011, 
mandelbrot3n4w512, 146.176.165.156, 1, 1, 9539, 2007, 
mandelbrot3n4w512, 146.176.165.151, 1, 2, 6324, 2003, 
mandelbrot3n4w512, 146.176.165.152, 2, 0, 4015, 1999, 
Host,,,,,,18137,3916
mandelbrot3n4w512, 146.176.165.159, 0, 0, 13763, 1990, 
mandelbrot3n4w512, 146.176.165.160, 1, 0, 11626, 2000, 
mandelbrot3n4w512, 146.176.165.156, 1, 1, 9465, 1990, 
mandelbrot3n4w512, 146.176.165.151, 1, 2, 6142, 2001, 
mandelbrot3n4w512, 146.176.165.152, 2, 0, 3959, 1992, 
Host,,,,,,18529,3862
mandelbrot3n4w512, 146.176.165.159, 0, 0, 14928, 2012, 
mandelbrot3n4w512, 146.176.165.160, 1, 0, 12343, 2023, 
mandelbrot3n4w512, 146.176.165.156, 1, 1, 9931, 2023, 
mandelbrot3n4w512, 146.176.165.151, 1, 2, 6523, 2022, 
mandelbrot3n4w512, 146.176.165.152, 2, 0, 4043, 2016, 
Host,,,,,,20073,3943
