mandelbrot2n4w512, 146.176.165.159, 0, 0, 11835, 2802, 
mandelbrot2n4w512, 146.176.165.160, 1, 0, 9820, 2817, 
mandelbrot2n4w512, 146.176.165.156, 1, 1, 7723, 2809, 
mandelbrot2n4w512, 146.176.165.151, 2, 0, 4420, 2811, 
Host,,,,,,16270,4319
mandelbrot2n4w512, 146.176.165.159, 0, 0, 11940, 2843, 
mandelbrot2n4w512, 146.176.165.160, 1, 0, 9956, 2838, 
mandelbrot2n4w512, 146.176.165.156, 1, 1, 7640, 2845, 
mandelbrot2n4w512, 146.176.165.151, 2, 0, 4464, 2840, 
Host,,,,,,15933,4370
mandelbrot2n4w512, 146.176.165.159, 0, 0, 12465, 2655, 
mandelbrot2n4w512, 146.176.165.160, 1, 0, 9847, 2658, 
mandelbrot2n4w512, 146.176.165.156, 1, 1, 7500, 2649, 
mandelbrot2n4w512, 146.176.165.151, 2, 0, 4258, 2649, 
Host,,,,,,17614,4163
mandelbrot2n4w512, 146.176.165.159, 0, 0, 12128, 2763, 
mandelbrot2n4w512, 146.176.165.160, 1, 0, 10075, 2771, 
mandelbrot2n4w512, 146.176.165.156, 1, 1, 7694, 2759, 
mandelbrot2n4w512, 146.176.165.151, 2, 0, 4336, 2761, 
Host,,,,,,17236,4241
mandelbrot2n4w512, 146.176.165.159, 0, 0, 12608, 2762, 
mandelbrot2n4w512, 146.176.165.160, 1, 0, 9869, 2771, 
mandelbrot2n4w512, 146.176.165.156, 1, 1, 7599, 2773, 
mandelbrot2n4w512, 146.176.165.151, 2, 0, 4363, 2764, 
Host,,,,,,17597,4268
