mandelbrot2n4w2048, 146.176.165.159, 0, 0, 81239, 27863, 
mandelbrot2n4w2048, 146.176.165.160, 1, 0, 78368, 27875, 
mandelbrot2n4w2048, 146.176.165.156, 1, 1, 75192, 27879, 
mandelbrot2n4w2048, 146.176.165.151, 2, 0, 36501, 27875, 
Host,,,,,,87629,36397
mandelbrot2n4w2048, 146.176.165.159, 0, 0, 37973, 28032, 
mandelbrot2n4w2048, 146.176.165.160, 1, 0, 35633, 28029, 
mandelbrot2n4w2048, 146.176.165.156, 1, 1, 33084, 28025, 
mandelbrot2n4w2048, 146.176.165.151, 2, 0, 29578, 28017, 
Host,,,,,,42196,29485
mandelbrot2n4w2048, 146.176.165.159, 0, 0, 41264, 28866, 
mandelbrot2n4w2048, 146.176.165.160, 1, 0, 37252, 28862, 
mandelbrot2n4w2048, 146.176.165.156, 1, 1, 34508, 28858, 
mandelbrot2n4w2048, 146.176.165.151, 2, 0, 30449, 28856, 
Host,,,,,,46298,30350
mandelbrot2n4w2048, 146.176.165.159, 0, 0, 40341, 28420, 
mandelbrot2n4w2048, 146.176.165.160, 1, 0, 37436, 28431, 
mandelbrot2n4w2048, 146.176.165.156, 1, 1, 34237, 28429, 
mandelbrot2n4w2048, 146.176.165.151, 2, 0, 30062, 28426, 
Host,,,,,,45723,29964
mandelbrot2n4w2048, 146.176.165.159, 0, 0, 39609, 28655, 
mandelbrot2n4w2048, 146.176.165.160, 1, 0, 36646, 28638, 
mandelbrot2n4w2048, 146.176.165.156, 1, 1, 34006, 28661, 
mandelbrot2n4w2048, 146.176.165.151, 2, 0, 30279, 28654, 
Host,,,,,,44837,30184
