mandelbrot1n4w1024, 146.176.165.159, 0, 0, 20884, 13805, 
mandelbrot1n4w1024, 146.176.165.160, 1, 0, 18014, 13815, 
mandelbrot1n4w1024, 146.176.165.156, 2, 0, 15018, 13804, 
Host,,,,,,26271,14916
mandelbrot1n4w1024, 146.176.165.159, 0, 0, 22268, 13342, 
mandelbrot1n4w1024, 146.176.165.160, 1, 0, 19219, 13347, 
mandelbrot1n4w1024, 146.176.165.156, 2, 0, 14552, 13330, 
Host,,,,,,27136,14449
mandelbrot1n4w1024, 146.176.165.159, 0, 0, 20558, 13703, 
mandelbrot1n4w1024, 146.176.165.160, 1, 0, 17590, 13705, 
mandelbrot1n4w1024, 146.176.165.156, 2, 0, 14909, 13691, 
Host,,,,,,25806,14809
mandelbrot1n4w1024, 146.176.165.159, 0, 0, 23344, 14269, 
mandelbrot1n4w1024, 146.176.165.160, 1, 0, 18915, 14283, 
mandelbrot1n4w1024, 146.176.165.156, 2, 0, 15558, 14275, 
Host,,,,,,28396,15456
mandelbrot1n4w1024, 146.176.165.159, 0, 0, 21193, 14187, 
mandelbrot1n4w1024, 146.176.165.160, 1, 0, 18297, 14193, 
mandelbrot1n4w1024, 146.176.165.156, 2, 0, 15440, 14186, 
Host,,,,,,25804,15339
