mandelbrot4n4w512, 146.176.165.159, 0, 0, 31347, 1772, 
mandelbrot4n4w512, 146.176.165.160, 1, 0, 28155, 1793, 
mandelbrot4n4w512, 146.176.165.156, 1, 1, 24712, 1799, 
mandelbrot4n4w512, 146.176.165.151, 1, 2, 20440, 1795, 
mandelbrot4n4w512, 146.176.165.152, 1, 3, 17496, 1793, 
mandelbrot4n4w512, 146.176.165.154, 2, 0, 11122, 1786, 
mandelbrot4n4w512, 146.176.165.159, 0, 0, 23167, 1797, 
mandelbrot4n4w512, 146.176.165.160, 1, 0, 19890, 1821, 
mandelbrot4n4w512, 146.176.165.156, 1, 1, 17386, 1813, 
mandelbrot4n4w512, 146.176.165.154, 1, 2, 12666, 1818, 
mandelbrot4n4w512, 146.176.165.151, 1, 3, 7427, 1814, 
mandelbrot4n4w512, 146.176.165.152, 2, 0, 4125, 1806, 
mandelbrot4n4w512, 146.176.165.159, 0, 0, 23566, 1856, 
mandelbrot4n4w512, 146.176.165.160, 1, 0, 20655, 1884, 
mandelbrot4n4w512, 146.176.165.156, 1, 1, 17702, 1881, 
mandelbrot4n4w512, 146.176.165.151, 1, 2, 13439, 1879, 
mandelbrot4n4w512, 146.176.165.152, 1, 3, 10275, 1866, 
mandelbrot4n4w512, 146.176.165.154, 2, 0, 4179, 1869, 
mandelbrot4n4w512, 146.176.165.159, 0, 0, 22354, 1823, 
mandelbrot4n4w512, 146.176.165.160, 1, 0, 19604, 1844, 
mandelbrot4n4w512, 146.176.165.156, 1, 1, 17155, 1841, 
mandelbrot4n4w512, 146.176.165.151, 1, 2, 13455, 1840, 
mandelbrot4n4w512, 146.176.165.152, 1, 3, 10653, 1838, 
mandelbrot4n4w512, 146.176.165.154, 2, 0, 4143, 1836, 
mandelbrot4n4w512, 146.176.165.159, 0, 0, 22399, 1793, 
mandelbrot4n4w512, 146.176.165.160, 1, 0, 19560, 1824, 
mandelbrot4n4w512, 146.176.165.156, 1, 1, 16797, 1819, 
mandelbrot4n4w512, 146.176.165.151, 1, 2, 13005, 1817, 
mandelbrot4n4w512, 146.176.165.152, 1, 3, 10323, 1816, 
mandelbrot4n4w512, 146.176.165.154, 2, 0, 4129, 1808, 
