mandelbrot2n4w1024, 146.176.165.159, 0, 0, 20695, 7785, 
mandelbrot2n4w1024, 146.176.165.160, 1, 0, 17218, 7806, 
mandelbrot2n4w1024, 146.176.165.156, 1, 1, 13957, 7800, 
mandelbrot2n4w1024, 146.176.165.151, 2, 0, 9409, 7805, 
mandelbrot2n4w1024, 146.176.165.159, 0, 0, 19701, 7506, 
mandelbrot2n4w1024, 146.176.165.160, 1, 0, 16297, 7528, 
mandelbrot2n4w1024, 146.176.165.156, 1, 1, 13293, 7500, 
mandelbrot2n4w1024, 146.176.165.151, 2, 0, 9093, 7519, 
mandelbrot2n4w1024, 146.176.165.159, 0, 0, 20095, 7590, 
mandelbrot2n4w1024, 146.176.165.160, 1, 0, 16829, 7599, 
mandelbrot2n4w1024, 146.176.165.156, 1, 1, 13597, 7593, 
mandelbrot2n4w1024, 146.176.165.151, 2, 0, 9182, 7599, 
mandelbrot2n4w1024, 146.176.165.159, 0, 0, 19600, 7639, 
mandelbrot2n4w1024, 146.176.165.160, 1, 0, 16251, 7649, 
mandelbrot2n4w1024, 146.176.165.156, 1, 1, 13249, 7653, 
mandelbrot2n4w1024, 146.176.165.151, 2, 0, 9160, 7652, 
mandelbrot2n4w1024, 146.176.165.159, 0, 0, 19880, 7554, 
mandelbrot2n4w1024, 146.176.165.160, 1, 0, 16486, 7562, 
mandelbrot2n4w1024, 146.176.165.156, 1, 1, 13371, 7563, 
mandelbrot2n4w1024, 146.176.165.151, 2, 0, 9116, 7551, 
