mandelbrot3n4w512, 146.176.165.159, 0, 0, 39800, 1951, 
mandelbrot3n4w512, 146.176.165.160, 1, 0, 36569, 1958, 
mandelbrot3n4w512, 146.176.165.156, 1, 1, 26456, 1951, 
mandelbrot3n4w512, 146.176.165.151, 1, 2, 14786, 1957, 
mandelbrot3n4w512, 146.176.165.152, 2, 0, 10898, 1945, 
mandelbrot3n4w512, 146.176.165.159, 0, 0, 18856, 1994, 
mandelbrot3n4w512, 146.176.165.160, 1, 0, 15410, 2006, 
mandelbrot3n4w512, 146.176.165.156, 1, 1, 12184, 2006, 
mandelbrot3n4w512, 146.176.165.151, 1, 2, 7826, 2003, 
mandelbrot3n4w512, 146.176.165.152, 2, 0, 3976, 1999, 
mandelbrot3n4w512, 146.176.165.159, 0, 0, 22493, 1963, 
mandelbrot3n4w512, 146.176.165.160, 1, 0, 18686, 1978, 
mandelbrot3n4w512, 146.176.165.156, 1, 1, 13564, 1972, 
mandelbrot3n4w512, 146.176.165.151, 1, 2, 8243, 1972, 
mandelbrot3n4w512, 146.176.165.152, 2, 0, 3902, 1961, 
mandelbrot3n4w512, 146.176.165.159, 0, 0, 19029, 1984, 
mandelbrot3n4w512, 146.176.165.160, 1, 0, 14894, 1999, 
mandelbrot3n4w512, 146.176.165.156, 1, 1, 11583, 1995, 
mandelbrot3n4w512, 146.176.165.151, 1, 2, 7061, 1986, 
mandelbrot3n4w512, 146.176.165.152, 2, 0, 3944, 1983, 
mandelbrot3n4w512, 146.176.165.159, 0, 0, 17675, 1976, 
mandelbrot3n4w512, 146.176.165.160, 1, 0, 14391, 1990, 
mandelbrot3n4w512, 146.176.165.156, 1, 1, 11216, 1995, 
mandelbrot3n4w512, 146.176.165.151, 1, 2, 7080, 1984, 
mandelbrot3n4w512, 146.176.165.152, 2, 0, 3911, 1978, 
