mandelbrot1n4w512, 127.0.0.2, 0, 0, 8978, 3398, 
mandelbrot1n4w512, 127.0.0.3, 1, 0, 6549, 3383, 
mandelbrot1n4w512, 127.0.0.4, 2, 0, 4458, 3382, 
Host,,,,,,17819,4390
mandelbrot1n4w512, 127.0.0.2, 0, 0, 18595, 4423, 
mandelbrot1n4w512, 127.0.0.3, 1, 0, 12841, 4421, 
mandelbrot1n4w512, 127.0.0.4, 2, 0, 5406, 4420, 
Host,,,,,,148363,5372
